created,duplicate_of,extension,file_hash,file_name,full_path,host,is_duplicate,last_accessed,last_modified,os,os_version,parent_folder,responsible_party,root_folder,scan_timestamp,size_bytes,subrole,username
2025-11-06T15:31:39.950000,,.rtf,bd6966c8ed7e5ac8804d9851cc0bea1aee26d852d8dab329f44d21d4e093b066,seeding protocols.rtf,.\Post-Its\seeding protocols.rtf,Envy2-0,False,2025-11-06T15:32:34,2025-11-06T15:31:39.950000,Windows,10.0.26200,Post-Its,Unknown,.,2025-11-08T02:26:23.004915,387868,general,trcam
2025-11-04T06:29:59.660000,,.zip,a9f97af13d2ab0c3a398c8bed6261ac53cf73cb293ee97bc6874dab745bc681d,The_Art_Localized_Phase2_Pack_AVHQ.zip,.\Post-Its\The_Art_Localized_Phase2_Pack_AVHQ.zip,Envy2-0,False,2025-11-06T13:28:22,2025-11-04T06:29:59.660000,Windows,10.0.26200,Post-Its,Unknown,.,2025-11-08T02:26:23.166673,3307,general,trcam
2025-11-04T08:24:16.750000,,.rtf,51f62352ec0f225258ebb30f9eb169c5fe2f0fd3fcb6201448bd9bb7d0663634,~$eding protocols.rtf,.\Post-Its\~$eding protocols.rtf,Envy2-0,False,2025-11-07T13:12:58,2025-11-04T08:24:16.750000,Windows,10.0.26200,Post-Its,Unknown,.,2025-11-08T02:26:23.209316,162,general,trcam
2025-11-04T00:01:37.060000,,.rtf,6df3ebaecb0d194caa4bb11ca92c4f05403cc9b565c19438f8276ff79248f096,📊 CURRENT STATUS AUDIT.rtf,.\Post-Its\📊 CURRENT STATUS AUDIT.rtf,Envy2-0,False,2025-11-07T13:12:58,2025-11-04T00:01:37.060000,Windows,10.0.26200,Post-Its,Unknown,.,2025-11-08T02:26:23.247021,99927,general,trcam
2025-11-04T08:36:57.010000,,.md,44df1d25bf79db7ec7cf0cd2f418c48f34197af128122a5251319d2f5703c172,aerovista-ecosystem-priority-plan-9cd71b7e.plan.md,.\Post-Its\.cursor\plans\aerovista-ecosystem-priority-plan-9cd71b7e.plan.md,Envy2-0,False,2025-11-06T13:28:22,2025-11-04T08:36:57.010000,Windows,10.0.26200,plans,AeroVista,.,2025-11-08T02:26:23.372339,17773,content_asset,trcam
2025-11-06T22:56:01.550000,,.html,52e1945d6b7c215a64b962f4e074d8be4a66e61ee51189b6dd7100ce630f4c45,All_In_Status_Report_Part1.html,.\Post-Its\archive.11.6.25\All_In_Status_Report_Part1.html,Envy2-0,False,2025-11-06T22:58:26,2025-11-06T22:56:01.550000,Windows,10.0.26200,archive.11.6.25,Unknown,.,2025-11-08T02:26:23.431635,1246258,ui_core,trcam
2025-11-06T22:56:56.270000,,.html,0b4ee092a061b8a9390de543a2f9042871cf1ae0bcea3c0c578d83becaac8033,All_In_Status_Report_Part2.html,.\Post-Its\archive.11.6.25\All_In_Status_Report_Part2.html,Envy2-0,False,2025-11-06T22:58:26,2025-11-06T22:56:56.270000,Windows,10.0.26200,archive.11.6.25,Unknown,.,2025-11-08T02:26:23.627147,229461,ui_core,trcam
2025-11-06T22:58:10.310000,,.html,7b76464bd4e5290164a68abed7bc3c51edda91242c4354c1276d4aa342bf9519,All_In_Status_Report_Part3.html,.\Post-Its\archive.11.6.25\All_In_Status_Report_Part3.html,Envy2-0,False,2025-11-06T22:58:26,2025-11-06T22:58:10.310000,Windows,10.0.26200,archive.11.6.25,Unknown,.,2025-11-08T02:26:23.712671,77727,ui_core,trcam
2025-11-04T14:51:40,,.md,d111963f269be1331ec076bfed0a9a3860702190de11943af0d2159387994fb0,conversion-plan.md,.\Post-Its\New folder\conversion-plan.md,Envy2-0,False,2025-11-06T22:29:26,2025-11-04T14:51:40,Windows,10.0.26200,New folder,Unknown,.,2025-11-08T02:26:23.791011,1061,content_asset,trcam
2025-11-04T14:51:40,,.md,5194392094e3246e21a7788a5ce48fab7afdd508c78ccc305ab460a535af4a31,ecosystem-integration.md,.\Post-Its\New folder\ecosystem-integration.md,Envy2-0,False,2025-11-06T22:29:26,2025-11-04T14:51:40,Windows,10.0.26200,New folder,Unknown,.,2025-11-08T02:26:23.828610,900,content_asset,trcam
2025-11-04T14:51:40,,.md,6f989e2b33f6e52c084498c279de20e4ec26a5c38f6c37a4429ea58dca096ba9,marketplace-framework.md,.\Post-Its\New folder\marketplace-framework.md,Envy2-0,False,2025-11-06T13:28:38,2025-11-04T14:51:40,Windows,10.0.26200,New folder,Unknown,.,2025-11-08T02:26:23.861503,1007,content_asset,trcam
2025-11-04T14:51:40,,.md,b2998972ee47b7ccd2764412d1d437ee5e298be384310b148f63b7525690ab48,phase4-handoff-checklist.md,.\Post-Its\New folder\phase4-handoff-checklist.md,Envy2-0,False,2025-11-06T22:29:26,2025-11-04T14:51:40,Windows,10.0.26200,New folder,Unknown,.,2025-11-08T02:26:23.894147,628,content_asset,trcam
2025-11-04T14:51:40,,.pdf,938dea7511d153623b8d9e1c9259f829ddd5bcbc8eee6105d099edfaa54d21a9,phase4-overview.pdf,.\Post-Its\New folder\phase4-overview.pdf,Envy2-0,False,2025-11-06T22:58:10,2025-11-04T14:51:40,Windows,10.0.26200,New folder,Unknown,.,2025-11-08T02:26:23.975831,1950,general,trcam
2025-11-04T08:47:31.870000,,.md,d800bb370511a6f5c0d666b04d94546283d174a3ec06fb86a443396b3352d7fd,CHECKLIST.md,.\Post-Its\nxcore-deployment\CHECKLIST.md,Envy2-0,False,2025-11-06T13:28:22,2025-11-04T08:47:31.870000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.059142,4706,content_asset,trcam
2025-11-06T13:38:43.680000,,.md,7d998229523978b6214fb5dbf39994d7867cae7ad40541ba7d8887e58154525b,COMPLETE-FILE-LIST.md,.\Post-Its\nxcore-deployment\COMPLETE-FILE-LIST.md,Envy2-0,False,2025-11-06T13:38:48,2025-11-06T13:38:43.680000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.101745,7797,content_asset,trcam
2025-11-04T08:47:31.840000,,.example,d1772234bb6b7e7de946eb21145c508380e27078ad6b570728f5a3fe9ff6da16,compose-authelia.yml.example,.\Post-Its\nxcore-deployment\compose-authelia.yml.example,Envy2-0,False,2025-11-06T13:28:22,2025-11-04T08:47:31.840000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.152692,776,general,trcam
2025-11-04T08:47:31.840000,,.example,3c9924e6fd67bd3cf1745af71f776af863554cabf630eddc6848ce282508cfd3,compose-grafana.yml.example,.\Post-Its\nxcore-deployment\compose-grafana.yml.example,Envy2-0,False,2025-11-06T13:28:22,2025-11-04T08:47:31.840000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.190475,880,general,trcam
2025-11-04T08:47:31.850000,,.example,24e046b0becefb1eb9053c3c51591364cdb33d1788f903852aff5265a253aa0e,compose-n8n.yml.example,.\Post-Its\nxcore-deployment\compose-n8n.yml.example,Envy2-0,False,2025-11-06T13:28:22,2025-11-04T08:47:31.850000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.231351,728,general,trcam
2025-11-04T08:47:31.830000,,.yml,2bb7141583d67135e3ebae99a19c3faec367eef501d20753c3f8ce6405d14ecd,compose-portainer.yml,.\Post-Its\nxcore-deployment\compose-portainer.yml,Envy2-0,False,2025-11-06T13:28:22,2025-11-04T08:47:31.830000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.266271,992,general,trcam
2025-11-04T08:47:31.830000,,.yml,08576f7a794ff4761b4128ad6646e84fce3a21a4092d83f3c9f258d1981c64f0,compose-traefik.yml,.\Post-Its\nxcore-deployment\compose-traefik.yml,Envy2-0,False,2025-11-06T13:28:22,2025-11-04T08:47:31.830000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.307589,1192,general,trcam
2025-11-04T09:35:57.320000,,.sh,14bf9b418c83089e6d6a9f183a7c142fc74e4ae2e57a503a98552d6dd4e0f483,deploy-all-enhanced.sh,.\Post-Its\nxcore-deployment\deploy-all-enhanced.sh,Envy2-0,False,2025-11-06T13:28:24,2025-11-04T09:35:57.320000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.344808,7010,general,trcam
2025-11-04T09:35:57.320000,,.sh,b83b4568f7197441a77bf707a20ea4ab553648d74c110bbcccfa4f92bfb30c61,deploy-all.sh,.\Post-Its\nxcore-deployment\deploy-all.sh,Envy2-0,False,2025-11-06T13:28:22,2025-11-04T09:35:57.320000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.390133,3556,general,trcam
2025-11-06T13:38:48.530000,,.md,cac39322067ff8b8d7bbab4582a2ccd02222372d95836149c70e5c3050a9513c,DEPLOYMENT-FILE-MANIFEST.md,.\Post-Its\nxcore-deployment\DEPLOYMENT-FILE-MANIFEST.md,Envy2-0,False,2025-11-06T13:39:44,2025-11-06T13:38:48.530000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.436358,6462,content_asset,trcam
2025-11-04T09:35:57.330000,,.md,2ef520de879e0dd324c70941354b7b9e27473f5dd63c6be600cb272599003f7c,DEPLOYMENT-GUIDE.md,.\Post-Its\nxcore-deployment\DEPLOYMENT-GUIDE.md,Envy2-0,False,2025-11-06T13:28:24,2025-11-04T09:35:57.330000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.474283,7411,content_asset,trcam
2025-11-04T09:28:33.060000,,.md,cf4198d4d59ed68190da5d8818bf27970d8b245135e6be4a3afd424f8f8427c4,DEPLOYMENT-PACKAGE-VERIFICATION.md,.\Post-Its\nxcore-deployment\DEPLOYMENT-PACKAGE-VERIFICATION.md,Envy2-0,False,2025-11-06T13:28:24,2025-11-04T09:28:33.060000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.515084,1408,content_asset,trcam
2025-11-04T09:35:57.340000,,.md,d092fadfb4869bc05ae5ed5244802c73f0708f4fd0991e218d90e8045afb4dca,DEPLOYMENT-READINESS-SUMMARY.md,.\Post-Its\nxcore-deployment\DEPLOYMENT-READINESS-SUMMARY.md,Envy2-0,False,2025-11-06T13:28:24,2025-11-04T09:35:57.340000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.557972,3306,content_asset,trcam
2025-11-04T08:47:31.860000,,.md,b77998fa5532a00e550b0054cd82cef9c5530c5d035b6a55817f103a300f6bde,DEPLOYMENT-SUMMARY.md,.\Post-Its\nxcore-deployment\DEPLOYMENT-SUMMARY.md,Envy2-0,False,2025-11-06T13:28:22,2025-11-04T08:47:31.860000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.597269,6981,content_asset,trcam
2025-11-05T14:10:48.450000,,.md,08825612fa1039dcb03ae7d416f8f29eb2c3aa3c7bd26106a06bb48282675c20,DEPLOYMENT-TEAM-HANDOFF.md,.\Post-Its\nxcore-deployment\DEPLOYMENT-TEAM-HANDOFF.md,Envy2-0,False,2025-11-06T14:59:46,2025-11-05T14:10:48.450000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.641127,6208,content_asset,trcam
2025-11-05T14:10:48.450000,,.md,2ff1d84ff47846c77f484f1ef5c59ae5842e2eb23011b06949abb1cb406ef43b,DEPLOYMENT-TODO-LIST.md,.\Post-Its\nxcore-deployment\DEPLOYMENT-TODO-LIST.md,Envy2-0,False,2025-11-06T14:59:46,2025-11-05T14:10:48.450000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.675927,7733,content_asset,trcam
2025-11-04T08:47:31.820000,,.yml,e206cf41a7f66b08ddf3067c9a75a6d474c3ce21d6e16e6f5d73215ffd0a76da,dynamic.yml,.\Post-Its\nxcore-deployment\dynamic.yml,Envy2-0,False,2025-11-06T13:28:22,2025-11-04T08:47:31.820000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.714145,843,general,trcam
2025-11-04T09:12:47.490000,,.md,e84e048271d8736ec5a8fb19a02fcbb9259cb38fb4e1353074fd421181cb5bc5,ENHANCEMENTS.md,.\Post-Its\nxcore-deployment\ENHANCEMENTS.md,Envy2-0,False,2025-11-06T13:28:24,2025-11-04T09:12:47.490000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.747854,5105,content_asset,trcam
2025-11-05T14:10:48.450000,,.md,01fdb24311313182e03a1ee3a31c0180b3d1bbb1469d87ae06f97b5c811f60e9,FILE-CHANGES-REVIEW.md,.\Post-Its\nxcore-deployment\FILE-CHANGES-REVIEW.md,Envy2-0,False,2025-11-06T14:59:44,2025-11-05T14:10:48.450000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.807009,4337,content_asset,trcam
2025-11-06T13:39:44.530000,,.txt,ef649bd1701c7264a8e4e51f78a5b3fb4a4981423f80282d59e47f6c5122c027,FILES-TO-TRANSFER.txt,.\Post-Its\nxcore-deployment\FILES-TO-TRANSFER.txt,Envy2-0,False,2025-11-06T13:42:02,2025-11-06T13:39:44.530000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.848924,2044,content_asset,trcam
2025-11-04T09:15:02.020000,,.md,85b715c86956fcfd38b1219718e6dcf5aab6b366a0cdccb0fc549587e1403935,FINAL-IMPLEMENTATION-SUMMARY.md,.\Post-Its\nxcore-deployment\FINAL-IMPLEMENTATION-SUMMARY.md,Envy2-0,False,2025-11-06T13:28:24,2025-11-04T09:15:02.020000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.893700,7829,content_asset,trcam
2025-11-04T09:35:57.310000,,.sh,632839848f57e5fa64be4acdd437dffcd1a57e28e6ca881b8201a40efb183682,generate-manifest.sh,.\Post-Its\nxcore-deployment\generate-manifest.sh,Envy2-0,False,2025-11-06T13:28:24,2025-11-04T09:35:57.310000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.932657,2039,general,trcam
2025-11-05T14:10:48.470000,,.md,c8c0bedf08ca0ae02c2077aa91d6b24798166f60b5f93ee0eca08a7ea2e73b42,HANDOFF-INDEX.md,.\Post-Its\nxcore-deployment\HANDOFF-INDEX.md,Envy2-0,False,2025-11-06T14:59:42,2025-11-05T14:10:48.470000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:24.981436,5769,content_asset,trcam
2025-11-05T14:10:48.460000,,.md,653b6fc3f3cf66850cf184760063d930d1fbb35b5c7ccd9f207e2db60e8a3ee1,HANDOFF-PACKAGE.md,.\Post-Its\nxcore-deployment\HANDOFF-PACKAGE.md,Envy2-0,False,2025-11-06T14:59:42,2025-11-05T14:10:48.460000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:25.016934,6262,content_asset,trcam
2025-11-04T09:35:57.360000,,.md,543c91b970699e033aa9514b11589099dd94749dfcfcf3dc6bafd786dfd362dc,IMPLEMENTATION-STATUS.md,.\Post-Its\nxcore-deployment\IMPLEMENTATION-STATUS.md,Envy2-0,False,2025-11-06T13:28:24,2025-11-04T09:35:57.360000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:25.059413,5167,content_asset,trcam
2025-11-04T09:35:57.320000,,.sh,96304960015928cb005ed26000e46265c9dfd78221ed9566363db6099f7b9ab1,observability-hook.sh,.\Post-Its\nxcore-deployment\observability-hook.sh,Envy2-0,False,2025-11-06T13:28:24,2025-11-04T09:35:57.320000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:25.099329,3556,general,trcam
2025-11-04T09:35:57.230000,,.sh,6bcca375a77ef9fccd567d185a32249af2bd1d27e35143fe59f39b3e665341ec,phase0-preflight.sh,.\Post-Its\nxcore-deployment\phase0-preflight.sh,Envy2-0,False,2025-11-06T13:28:20,2025-11-04T09:35:57.230000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:25.143419,3141,general,trcam
2025-11-04T09:35:57.360000,,.md,f5f00bfd78360c2c52674dc56fff0fccc60bbab87fea1889baf56198f3ba1520,PHASE1-COMPLETION-LOG.md,.\Post-Its\nxcore-deployment\PHASE1-COMPLETION-LOG.md,Envy2-0,False,2025-11-06T13:28:24,2025-11-04T09:35:57.360000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:25.184251,3969,content_asset,trcam
2025-11-05T14:10:48.490000,,.md,216b72c9ea7b3d93fd1676b6cf278fdfe49f6132e480141cb649acd5a9714cc2,PHASE1-HANDOFF-COMPLETE.md,.\Post-Its\nxcore-deployment\PHASE1-HANDOFF-COMPLETE.md,Envy2-0,False,2025-11-06T14:59:48,2025-11-05T14:10:48.490000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:25.224410,4966,content_asset,trcam
2025-11-05T14:10:48.480000,,.md,c9af94eca8b2cb2568d4586e30a37130f8e7104865a093023a25b16a66618110,PHASE1-HANDOFF-FINAL.md,.\Post-Its\nxcore-deployment\PHASE1-HANDOFF-FINAL.md,Envy2-0,False,2025-11-06T14:59:46,2025-11-05T14:10:48.480000,Windows,10.0.26200,nxcore-deployment,Unknown,.,2025-11-08T02:26:25.276188,8992,content_asset,trcam
